chorus_path,title,artist,rank,year,popularity,file_path,chroma_mean_1,chroma_mean_2,chroma_mean_3,tempo,spectral_centroid,spectral_bandwidth,spectral_rolloff,tonal_centroid_1,tonal_centroid_2,tonal_centroid_3,tonal_centroid_4,tonal_centroid_5,tonal_centroid_6,zero_crossing_rate,tuning
choruss\Old Town Road_chorus.wav,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Old Town Road.mp3,0.41043493151664734,0.4938282072544098,0.4107888638973236,135.99917763157896,2770.795070538112,2925.1889639018623,6251.278866038603,-0.04231416262925096,-0.14129446195819356,0.033719553028293214,0.0006464871278045891,-0.025346918885172525,0.014722594588738355,0.09589511174535603,0.07000000000000006
,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sunflower (Spider-Man: Into The Spider-Verse).mp3,,,,,,,,,,,,,,,
choruss\Without Me_chorus.wav,Without Me,Halsey,3,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Without Me.mp3,0.30200091004371643,0.2995629608631134,0.3468218743801117,112.34714673913044,2250.9256427335167,2430.7674034619104,4631.088663107102,0.06433649908119715,0.025398332729532746,0.10372008882958866,-0.10997837420333882,0.03649893375261542,0.0072869463858337745,0.06324905064821981,-0.39
choruss\Bad Guy_chorus.wav,Bad Guy,Billie Eilish,4,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bad Guy.mp3,0.5031032562255859,0.47479116916656494,0.49042055010795593,135.99917763157896,1480.4722855635546,2167.472168801391,3143.697657157024,0.023293642482217707,0.08074230701633128,0.033507250531953824,0.008514143463119878,0.02183386370393204,-0.012476195675686988,0.0417026956753096,-0.06
choruss\Wow._chorus.wav,Wow.,Post Malone,5,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Wow..mp3,0.4777219295501709,0.5752661228179932,0.5384780764579773,99.38401442307692,1125.7428692910364,1734.9099563579339,2436.401934077496,-0.014479176174669747,-0.1395627807039894,-0.05324100080197121,-0.15978024368413737,0.010508309428883738,0.05079460557803931,0.02131884312113003,0.09999999999999998
choruss\Happier_chorus.wav,Happier,Marshmello & Bastille,6,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Happier.mp3,0.5027547478675842,0.31272783875465393,0.3783641755580902,99.38401442307692,2780.8579967003684,2734.7544177501445,5707.282155512287,0.07229386553333068,0.21221282226302815,-0.1516547575492081,-0.04183937226575026,-0.045586867905319656,-0.028225600200809005,0.12939075198335914,-0.06
choruss\7 Rings_chorus.wav,7 Rings,Ariana Grande,7,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\7 Rings.mp3,0.3458773195743561,0.4167742133140564,0.305637925863266,135.99917763157896,2577.2889955360247,2700.2535538266284,5479.3502004523025,-0.043341083950390345,-0.10337412166399,-0.05864605739433107,0.04787818314694965,-0.0032613622412435922,0.00764349787643804,0.09822540755611456,-0.04999999999999999
choruss\Talk_chorus.wav,Talk,Khalid,8,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Talk.mp3,0.393693208694458,0.39828619360923767,0.4959143400192261,129.19921875,2798.4595240175386,2790.3034159770586,5981.130499588816,0.08578783097403508,0.03858995737137253,0.004745365401596757,0.01471432101813272,0.008461780924972183,-0.023764970616942747,0.12769839638157895,-0.06
choruss\Sicko Mode_chorus.wav,Sicko Mode,Travis Scott,9,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sicko Mode.mp3,0.3880094885826111,0.3149057924747467,0.34140744805336,151.99908088235293,3021.6275545306667,2945.2518687175225,6616.243325815112,0.04807911279871181,0.0399888905509903,0.012726910223451588,-0.11024816170473252,-0.044512441321239625,-0.014166467100448157,0.1160915126741486,-0.020000000000000018
choruss\Sucker_chorus.wav,Sucker,Jonas Brothers,10,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sucker.mp3,0.43865641951560974,0.620498538017273,0.33863797783851624,135.99917763157896,2522.1258519173125,2646.768508498078,5435.083801458494,-0.01109991197347152,-0.0854871425197705,-0.062379165936042764,0.04954532626727929,0.02490436709151232,-0.02106963845630154,0.1062495464880031,-0.010000000000000009
choruss\High Hopes_chorus.wav,High Hopes,Panic! At The Disco,11,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\High Hopes.mp3,0.2803003787994385,0.26260441541671753,0.35017868876457214,161.4990234375,3705.9640053652274,2963.4875348058513,7504.671286946111,0.04304081415635604,0.040254303383217026,-0.05218140942970167,0.018614002128618294,-0.0012371684797639526,-0.0013247378063805664,0.21479386368034056,0.030000000000000027
"choruss\Thank U, Next_chorus.wav","Thank U, Next",Ariana Grande,12,2019,Not Popular,"C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Thank U, Next.mp3",0.2229088991880417,0.22813597321510315,0.17617711424827576,107.666015625,2073.8946624409773,2491.546765375143,4350.9236905596945,-0.131266400620791,-0.004979358182014992,-0.09056521758967753,-0.0013211588159025471,-0.03666701549715407,0.015871103159541208,0.0861589650251548,-0.010000000000000009
choruss\Truth Hurts_chorus.wav,Truth Hurts,Lizzo,13,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Truth Hurts.mp3,0.4328537583351135,0.3634219765663147,0.414276123046875,161.4990234375,2454.2992371372393,2728.373172841154,5691.748916106328,0.06264596649056312,0.10478759371028668,-0.11237221529517047,0.1577032150227813,0.039053446856886796,0.07186571726447191,0.06686807638351393,-0.07
choruss\Dancing With A Stranger_chorus.wav,Dancing With A Stranger,Sam Smith & Normani,14,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Dancing With A Stranger.mp3,0.4721197783946991,0.4134391248226166,0.3445848822593689,103.359375,2141.5987287510957,2708.3604660310198,5270.301464541409,-0.14747706645117667,-0.02619944749842653,-0.10634984995956492,0.042194978625227655,0.014065832361911654,-0.027524626560814808,0.05274646865325077,0.07000000000000006
choruss\Senorita_chorus.wav,Senorita,Shawn Mendes & Camila Cabello,15,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Senorita.mp3,0.5747891664505005,0.369710236787796,0.3945159614086151,117.45383522727273,2756.532793524915,2871.7429964539265,6175.112659938564,0.11174124025563996,0.06453275146564476,-0.04973882352846839,0.12213323311736005,0.014315793091522432,0.02287948803165961,0.092341845249613,0.0
choruss\I Don't Care_chorus.wav,I Don't Care,Ed Sheeran & Justin Bieber,16,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\I Don't Care.mp3,0.35967883467674255,0.47994616627693176,0.3173438012599945,135.99917763157896,3037.7328394339775,2971.2296656044873,6774.009038494099,-0.050695729072069005,-0.04913384305370704,0.03128041085086417,-0.06392986127016849,0.017949920674770775,0.00636957841925331,0.1180363232875387,0.050000000000000044
choruss\Eastside_chorus.wav,Eastside,"benny blanco, Halsey & Khalid",17,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Eastside.mp3,0.26732778549194336,0.3203699588775635,0.19824956357479095,123.046875,2620.663074399431,2561.0812052704814,5121.135699859714,0.09501878764993507,-0.1545203514612757,-0.1001595461239392,-0.04752848646531509,-0.012405607787616403,0.0454971665057322,0.11727895825270898,0.010000000000000009
choruss\Going Bad_chorus.wav,Going Bad,Meek Mill Featuring Drake,18,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Going Bad.mp3,0.5546830296516418,0.3863023817539215,0.26398393511772156,172.265625,2318.7707567651582,2591.632323421622,5246.218276835816,0.04986238337691048,-0.07281677195357467,0.07447231038482156,-0.0767241580564613,-0.01929360915508633,0.04234789252236498,0.07898742864744582,0.010000000000000009
choruss\Shallow_chorus.wav,Shallow,Lady Gaga & Bradley Cooper,19,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Shallow.mp3,0.2632414400577545,0.21222592890262604,0.28819260001182556,184.5703125,2727.3877242547383,2865.2545364310927,6468.677551458494,0.17430248692427155,-0.05667330395345871,-0.05107675726603387,-0.07136830519711893,0.016913329283465412,0.04833481399033907,0.11306885521478328,0.030000000000000027
choruss\Better_chorus.wav,Better,Khalid,20,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Better.mp3,0.5940659046173096,0.4982285499572754,0.4536377191543579,99.38401442307692,1542.393589868365,2213.281559295062,3484.712261755031,-0.1106047458622496,0.07492120398166845,-0.017760247051220507,0.01504493415378698,0.013902354251164149,-0.014060598277290677,0.02505880538893189,-0.03999999999999998
choruss\No Guidance_chorus.wav,No Guidance,Chris Brown Featuring Drake,21,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\No Guidance.mp3,0.3439998924732208,0.5566071271896362,0.33703848719596863,92.28515625,2290.107347461123,2486.669023601831,4984.903190305728,0.017919202003758565,-0.20362340700131817,-0.16975529909266598,0.03597620451439336,0.06258278030955759,-0.01580122758900374,0.10387389947755418,-0.08999999999999997
choruss\Girls Like You_chorus.wav,Girls Like You,Maroon 5 Featuring Cardi B,22,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Girls Like You.mp3,0.548862636089325,0.3703128397464752,0.3572814166545868,123.046875,2494.8175425194595,2826.3382029418303,5921.880857863293,0.07764113403174742,0.1967607523704567,-0.05115144961620305,0.1107560654413006,0.013203472435965782,0.005803357667416628,0.0889352142995356,-0.020000000000000018
choruss\Sweet But Psycho_chorus.wav,Sweet But Psycho,Ava Max,23,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sweet But Psycho.mp3,0.41470861434936523,0.5143470764160156,0.34758126735687256,135.99917763157896,2736.3601197314574,2897.8685197928185,6127.912945348781,-0.14840892936822123,-0.11804247374116232,-0.07526284613684119,0.0019628515340176,-0.010969583253270226,0.006791443965504454,0.10795701915634674,-0.020000000000000018
choruss\Suge_chorus.wav,Suge,DaBaby,24,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Suge.mp3,0.39715376496315,0.38232964277267456,0.41639530658721924,151.99908088235293,2535.508289230242,2552.713088898673,5191.485274465461,0.06158596648761718,0.033716375799445884,-0.03512543049134967,-0.06012047760566339,-0.01642852065724602,-0.026000056355155763,0.09477115784636223,-0.15999999999999998
choruss\Middle Child_chorus.wav,Middle Child,J. Cole,25,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Middle Child.mp3,0.7235331535339355,0.6667227149009705,0.690536618232727,123.046875,2102.077630001427,2710.775696006017,5099.935828052438,-0.021299882836905766,0.08832801747560569,-0.022072299590461582,0.09349233037345187,0.01867086577200767,0.029446508786778076,0.04533608262383901,-0.12
choruss\Drip Too Hard_chorus.wav,Drip Too Hard,Lil Baby & Gunna,26,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Drip Too Hard.mp3,0.4386896789073944,0.42899948358535767,0.3620428442955017,112.34714673913044,1844.238740107599,2165.11313052387,3932.142889536571,-0.010475474636674744,-0.020696562605075575,-0.0776069238947727,0.0775965284642646,0.005081898810037222,0.025303433352076507,0.057428224167956655,0.040000000000000036
choruss\Someone You Loved_chorus.wav,Someone You Loved,Lewis Capaldi,27,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Someone You Loved.mp3,0.30360594391822815,0.3864639103412628,0.23926107585430145,112.34714673913044,2452.762269073285,2438.9300957815635,5199.901890238003,-0.22687204520830168,-0.040546530061399785,-0.16126841217302554,-0.0049431506708707655,0.011468467646532853,-0.024365727257721646,0.11693882425503097,0.010000000000000009
choruss\Ran$om_chorus.wav,Ran$om,Lil Tecca,28,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Ran$om.mp3,0.4055887758731842,0.440904825925827,0.640550971031189,117.45383522727273,1937.03243639706,2259.7473112868706,4028.8589713743227,-0.06868552588645017,0.013845346333958532,0.07304246906384247,-0.09395355593713031,0.002505216834163965,0.04981444431984251,0.04730432469040248,-0.020000000000000018
choruss\If I Can't Have You_chorus.wav,If I Can't Have You,Shawn Mendes,29,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\If I Can't Have You.mp3,0.2635776400566101,0.42189064621925354,0.603367269039154,123.046875,2573.06069013828,2634.5038025340855,5479.8668639947755,0.08780360053733897,-0.06287445226462303,-0.024171889987385457,-0.07034440750930934,0.0009680072061356031,0.006173278865023871,0.11535984665247678,-0.02999999999999997
,Goodbyes,Post Malone Featuring Young Thug,30,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Goodbyes.mp3,,,,,,,,,,,,,,,
choruss\ZEZE_chorus.wav,ZEZE,Kodak Black Featuring Travis Scott & Offset,31,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\ZEZE.mp3,0.3942284882068634,0.3488308787345886,0.36708417534828186,95.703125,2039.84497454665,2656.0216737013793,4892.120418017124,-0.15499699544891288,-0.05440632002711815,0.09777674142519165,0.14045500597158184,-0.0327802790129687,0.026139288398238227,0.03891737616099071,0.45999999999999996
choruss\Better Now_chorus.wav,Better Now,Post Malone,32,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Better Now.mp3,0.367704838514328,0.29150673747062683,0.5357768535614014,95.703125,2270.6128351451293,2399.831691555329,4709.121524586397,-0.059969458192342576,0.1703882215774513,-0.006519978557462814,-0.02729886676827871,-0.008971169040777938,0.021374710441939032,0.10299786547020123,-0.010000000000000009
choruss\Youngblood_chorus.wav,Youngblood,5 Seconds Of Summer,33,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Youngblood.mp3,0.5793564915657043,0.42253631353378296,0.43163490295410156,117.45383522727273,2688.6132276325557,2626.436202187999,5626.682642886513,-0.023598217682723133,0.032188240953955345,0.005473124215107815,-0.023019771013790012,0.015357548989676034,-0.008557904492948253,0.1276454866486068,-0.010000000000000009
choruss\Money In The Grave_chorus.wav,Money In The Grave,Drake Featuring Rick Ross,34,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Money In The Grave.mp3,0.6206307411193848,0.5993025898933411,0.5372424125671387,99.38401442307692,2560.962431432498,2642.46105460015,5442.750421766157,-0.060811486676225865,0.08754984524883916,-0.06003911678474611,-0.02147434049231218,-0.010535922589321492,0.0021157662936374306,0.07950216476393189,0.030000000000000027
choruss\Speechless_chorus.wav,Speechless,Dan + Shay,35,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Speechless.mp3,0.27956557273864746,0.4280892014503479,0.38795316219329834,123.046875,2974.057879218696,2889.078747196749,6427.511133719524,0.03935313933373457,-0.09754811341342097,-0.08720320220402393,-0.028413172455176307,0.007830696818361377,-0.009556661114520476,0.13498482246517027,-0.010000000000000009
"choruss\Break Up With Your Girlfriend, I'm Bored_chorus.wav","Break Up With Your Girlfriend, I'm Bored",Ariana Grande,36,2019,Not Popular,"C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Break Up With Your Girlfriend, I'm Bored.mp3",0.5925449728965759,0.4838855266571045,0.5001307725906372,172.265625,2521.860633510433,2867.138302354592,5635.0992586590555,-0.008408056809527558,0.15436088413250665,-0.06190825950919517,0.1415294201470814,0.015519807322397723,0.023131177321309992,0.05863985705301858,0.0
choruss\Please Me_chorus.wav,Please Me,Cardi B & Bruno Mars,37,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Please Me.mp3,0.37821170687675476,0.43073874711990356,0.28393444418907166,89.10290948275862,3141.5359114239973,2689.7226415033037,6174.279331644253,0.012905309984902203,-0.12600835789205586,0.0014940574260613858,-0.012059376762471005,-0.0070279040138606285,-0.004618690153093724,0.15835127225232198,0.0
choruss\Money_chorus.wav,Money,Cardi B,38,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Money.mp3,0.3208428621292114,0.3899480700492859,0.4816811978816986,135.99917763157896,2953.199452424528,2405.8305053328054,5685.365621371904,0.1560432115240266,-0.08258403096506531,0.0031079492177056175,0.17254675599463792,0.08197172430784179,-0.03436797232732551,0.156079933001161,0.49
choruss\You Need To Calm Down_chorus.wav,You Need To Calm Down,Taylor Swift,39,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\You Need To Calm Down.mp3,0.3820388615131378,0.5227349400520325,0.7120571136474609,86.1328125,2875.637225709427,2876.1822374546036,6260.345477880708,0.0587567832518802,0.05019804305843208,-0.000826368791746571,-0.034530272643909905,-0.00714401466308034,-0.01339773112841682,0.10451713065982972,-0.03999999999999998
choruss\Panini_chorus.wav,Panini,Lil Nas X,40,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Panini.mp3,0.47543585300445557,0.39880120754241943,0.40140300989151,151.99908088235293,2314.548333158682,2531.620059111479,5140.818914171343,-0.07012981016986798,0.032352620020270506,-0.06278215375391596,0.07735995050871435,0.01992997309303669,0.017437398927098884,0.0953229307759288,0.0
choruss\Look Back At It_chorus.wav,Look Back At It,A Boogie Wit da Hoodie,41,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Look Back At It.mp3,0.2830437123775482,0.27802181243896484,0.3421424329280853,184.5703125,2159.2103739336785,2408.7900685659074,4590.688907398897,-0.0999271993649536,-0.03853529163315731,0.0015876448234601551,-0.005170248731417618,-0.018153511870585278,0.01371445701437376,0.08568655669504643,0.030000000000000027
choruss\A Lot_chorus.wav,A Lot,21 Savage,42,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\A Lot.mp3,0.8218129873275757,0.7720267176628113,0.6389760971069336,143.5546875,1839.5767042782552,2511.5400680863204,4329.423820566467,-0.007045212531720252,0.09686136121766692,-0.021426287915085173,0.09828406650480699,0.0006386770131339601,0.04188322083197031,0.02714647228134675,-0.10999999999999999
choruss\ME!_chorus.wav,ME!,Taylor Swift Featuring Brendon Urie,43,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\ME!.mp3,0.6300196051597595,0.353619784116745,0.31329989433288574,184.5703125,3008.5240839193693,2865.631837014989,6527.760527525154,0.06483108479836593,0.09230895048749674,-0.0038929358182405393,0.1004182072241003,0.007234078410107946,0.01702265022394627,0.13695230867840558,0.15000000000000002
choruss\MIA_chorus.wav,MIA,Bad Bunny Featuring Drake,44,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\MIA.mp3,0.5612891316413879,0.5280759334564209,0.43953418731689453,129.19921875,2109.7156840537446,2642.2441472662836,5169.768739115712,0.035546535250920344,-0.12900480898211458,-0.05598490595984854,0.024145613629197475,0.035239955765028474,-0.02246791594438309,0.046138798858359135,-0.02999999999999997
choruss\Pop Out_chorus.wav,Pop Out,Polo G Featuring Lil Tjay,45,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Pop Out.mp3,0.37991389632225037,0.3918425440788269,0.4106607437133789,83.35433467741936,2237.2369153671452,2559.4101588444514,5063.119384009771,-0.1356756586200112,-0.02567312262222912,0.09388987584350922,0.010633176551618238,0.011228312921666496,0.055721718695406895,0.0622218459752322,-0.03999999999999998
choruss\Beautiful Crazy_chorus.wav,Beautiful Crazy,Luke Combs,46,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Beautiful Crazy.mp3,0.2886866331100464,0.48123854398727417,0.2627781629562378,151.99908088235293,2115.1150102552265,2267.418736049723,4101.791863692434,-0.07885337167209444,-0.2095249275856318,0.04516086983710658,-0.07006993143453112,0.007336814986020561,-0.005933664036314969,0.10300013303018576,0.010000000000000009
choruss\Thotiana_chorus.wav,Thotiana,Blueface,47,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Thotiana.mp3,0.4790051281452179,0.4252782166004181,0.417301744222641,103.359375,2197.7240227078687,2481.0505758040936,4930.1035216718265,-0.09438458307321218,0.04947525072374739,-0.08265075032187,-0.01189632357412505,-0.011815024596443189,-0.02114269486376177,0.07779922721555728,0.040000000000000036
choruss\Lucid Dreams_chorus.wav,Lucid Dreams,Juice WRLD,48,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Lucid Dreams.mp3,0.41755515336990356,0.530769407749176,0.4595080018043518,112.34714673913044,1951.7906076289064,2536.380850042438,4504.889426216621,0.03561446322988749,-0.029228313771746867,-0.037793488535834474,-0.08159908014219941,-0.008100420031289525,0.0073911322200751845,0.044047352699303405,-0.010000000000000009
choruss\Mo Bamba_chorus.wav,Mo Bamba,Sheck Wes,49,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Mo Bamba.mp3,0.5314500331878662,0.3521239161491394,0.3611856997013092,143.5546875,1894.0391051203326,2547.00409166144,4294.3573659418535,0.10614911494638926,-0.0674039257565507,-0.009610474000803882,0.17160940069082395,0.005999846711374324,-0.04668165982921463,0.05803139512383901,0.030000000000000027
choruss\Beautiful People_chorus.wav,Beautiful People,Ed Sheeran Featuring Khalid,50,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Beautiful People.mp3,0.4391734004020691,0.3813305199146271,0.47836247086524963,92.28515625,2067.165230433673,2451.00711760787,4418.9899456390285,-0.021502030625210486,0.0569527077326099,0.033480846347580924,0.02773987170850856,-0.01812215863939035,0.005132723887647086,0.07267529750386997,0.0
choruss\Wake Up In The Sky_chorus.wav,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,51,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Wake Up In The Sky.mp3,0.6341570019721985,0.5419101715087891,0.48833686113357544,143.5546875,2788.864065168299,2875.693239751167,6164.412724639609,0.16911822362565326,0.05056241576767924,-0.10306815653621347,0.12078759089060324,0.029758067262233352,0.032586581602075615,0.06669045085139319,-0.010000000000000009
choruss\Whiskey Glasses_chorus.wav,Whiskey Glasses,Morgan Wallen,52,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Whiskey Glasses.mp3,0.30554091930389404,0.5408408045768738,0.3702264428138733,151.99908088235293,2231.451834614054,2333.7854140930235,4646.555236249516,-0.10435029596498202,-0.09066064718753136,0.004369843007286909,-0.06231534179161703,0.016268478491003158,0.0027687457792357536,0.10590412151702787,0.020000000000000018
choruss\God's Country_chorus.wav,God's Country,Blake Shelton,53,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\God's Country.mp3,0.6268402934074402,0.3785691559314728,0.4157366156578064,143.5546875,2022.7331406537191,2168.426692593453,4064.975419649768,-0.034608283065461216,0.18418504788288337,0.04360047696683025,0.06563920416687526,0.01316663040029759,0.05127800458857667,0.09607576069078948,0.0
choruss\Be Alright_chorus.wav,Be Alright,Dean Lewis,54,2019,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Be Alright.mp3,0.2774083614349365,0.3774203956127167,0.25974130630493164,129.19921875,2221.5807977619716,2485.4659029130157,4793.9710115131575,-0.03661602614350845,-0.18432352938200344,0.0670533905024908,0.023403319636872744,-0.004744205316529915,-0.0024930016568720844,0.09483087025928792,0.020000000000000018
